invoice_id,brand,city,customer_type,gender,product_line,unit_price,quantity,tax,date,time,payment,cost,profit,rating
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,1/25/2019,14:29,Ewallet,43.74,2.187,6.9
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,2/25/2019,18:45,Cash,298.8,14.94,5.8
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,1/13/2019,19:14,Ewallet,140.76,7.038,6.4
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,1/22/2019,11:00,Ewallet,92.04,4.602,9.1
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,1/25/2019,16:28,Ewallet,96.11,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,1/8/2019,13:48,Credit card,181.52,9.076,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,1/22/2019,10:57,Ewallet,81.51,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,1/12/2019,17:13,Ewallet,114.44,5.722,8.3
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,1/13/2019,10:03,Cash,319.06,15.953,5
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,3/28/2019,13:57,Ewallet,115.8,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,1/23/2019,13:29,Cash,252.15,12.6075,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,2/8/2019,13:00,Credit card,972.1,48.605,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,3/19/2019,19:42,Credit card,203.36,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,3/9/2019,15:36,Cash,16.28,0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,1/2/2019,13:40,Cash,365.49,18.2745,7
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,1/21/2019,17:44,Cash,439.32,21.966,7.2
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,3/20/2019,13:53,Credit card,62.61,3.1305,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,2/27/2019,17:27,Cash,336.35,16.8175,6.9
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,3/24/2019,10:29,Cash,263.76,13.188,6
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,1/31/2019,19:48,Credit card,138.16,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,3/8/2019,16:53,Ewallet,86.54,4.327,5.7
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,3/28/2019,15:31,Credit card,256.7,12.835,9.1
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,3/9/2019,14:36,Credit card,668.78,33.439,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,2/22/2019,18:19,Credit card,47.44,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,3/19/2019,19:09,Ewallet,893.16,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,1/20/2019,16:51,Ewallet,331.72,16.586,9.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,3/22/2019,19:36,Ewallet,407.44,20.372,9.2
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,3/8/2019,20:15,Ewallet,68.16,3.408,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,2/7/2019,14:38,Credit card,326.88,16.344,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,1/15/2019,19:25,Cash,87.2,4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,3/22/2019,19:35,Credit card,707.44,35.372,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,1/11/2019,11:20,Ewallet,89.69,4.4845,4.9
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,1/8/2019,14:11,Ewallet,12.78,0.639,9.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,1/19/2019,12:47,Credit card,35.82,1.791,8.1
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,1/28/2019,17:58,Credit card,19.15,0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,2/14/2019,11:26,Credit card,276.6,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,3/10/2019,17:38,Credit card,137.22,6.861,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,1/12/2019,20:07,Credit card,27.07,1.3535,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,3/26/2019,11:02,Credit card,39.12,1.956,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,1/1/2019,19:07,Cash,448.26,22.413,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,1/2/2019,18:50,Cash,132.06,6.603,7.6
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,3/18/2019,16:10,Credit card,166.3,8.315,4.2
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,1/5/2019,11:51,Credit card,657.16,32.858,7.3
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,1/6/2019,11:09,Cash,15.34,0.767,6.5
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,2/13/2019,16:59,Cash,147.8,7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,2/15/2019,14:15,Credit card,696.6,34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,2/7/2019,20:24,Cash,793.9,39.695,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,1/27/2019,13:58,Cash,465.7,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,2/23/2019,16:52,Credit card,35.89,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,2/3/2019,15:19,Cash,202.6,10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,3/3/2019,12:25,Credit card,730.5,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,2/3/2019,10:02,Cash,295.8,14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,3/17/2019,18:58,Cash,22.62,1.131,6.4
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,2/26/2019,17:46,Credit card,55.45,2.7725,4.9
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,3/2/2019,11:22,Credit card,545.5,27.275,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,2/8/2019,13:12,Credit card,260.05,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,3/22/2019,18:33,Cash,222.12,11.106,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,2/9/2019,10:02,Ewallet,21.58,1.079,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,2/15/2019,11:21,Cash,98.84,4.942,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,1/23/2019,12:10,Ewallet,502.62,25.131,5.4
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,2/15/2019,15:21,Cash,155.82,7.791,7.9
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,1/17/2019,15:15,Ewallet,412.37,20.6185,9.7
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,3/30/2019,17:58,Cash,580.56,29.028,4.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,2/25/2019,20:35,Credit card,195.54,9.777,6.3
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,1/2/2019,16:57,Cash,42.47,2.1235,5.7
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,3/20/2019,12:24,Ewallet,348.48,17.424,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,3/7/2019,16:54,Ewallet,336.28,16.814,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,3/16/2019,10:11,Ewallet,343.7,17.185,6.7
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,3/15/2019,18:20,Credit card,196.6,9.83,7.2
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,2/2/2019,20:29,Cash,527.76,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,2/15/2019,12:12,Cash,328,16.4,6.2
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,3/21/2019,10:40,Ewallet,79.44,3.972,4.7
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,2/12/2019,16:19,Cash,603.8,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,1/1/2019,19:48,Credit card,369.8,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,3/21/2019,15:25,Ewallet,197.96,9.898,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,2/28/2019,14:42,Cash,410.9,20.545,7.3
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,2/4/2019,15:44,Ewallet,194.52,9.726,7.6
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,1/30/2019,20:47,Cash,22.96,1.148,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,2/4/2019,13:21,Ewallet,699.12,34.956,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,3/13/2019,19:48,Ewallet,69.4,3.47,8.2
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,1/31/2019,10:00,Ewallet,410.72,20.536,7.6
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,3/5/2019,20:24,Ewallet,202.56,10.128,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,3/5/2019,13:44,Credit card,121.2,6.06,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,2/26/2019,11:48,Ewallet,199.78,9.989,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,3/20/2019,14:14,Cash,607.36,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,1/1/2019,15:51,Cash,126.44,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,1/27/2019,11:17,Cash,541.44,27.072,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,1/21/2019,17:36,Cash,98.13,4.9065,8.9
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,3/21/2019,10:17,Credit card,142.25,7.1125,9.1
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,2/3/2019,15:53,Credit card,73.97,3.6985,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,1/5/2019,12:40,Ewallet,31.9,1.595,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,1/27/2019,19:48,Ewallet,138.8,6.94,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,3/25/2019,17:53,Cash,186.62,9.331,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,2/25/2019,16:36,Credit card,88.45,4.4225,9.5
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,2/14/2019,14:42,Ewallet,91.3,4.565,9.2
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,1/8/2019,12:50,Cash,145.5,7.275,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,1/29/2019,10:48,Credit card,504.3,25.215,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,3/29/2019,14:28,Cash,306.45,15.3225,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,2/9/2019,17:15,Credit card,95.7,4.785,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,1/16/2019,18:03,Credit card,635.18,31.759,6.2
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,1/1/2019,14:47,Cash,380.72,19.036,5.7
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,2/11/2019,15:29,Cash,240.24,12.012,5.4
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,3/28/2019,17:38,Cash,182.14,9.107,5.1
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,2/23/2019,19:49,Credit card,408.73,20.4365,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,3/18/2019,15:52,Ewallet,51.47,2.5735,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,3/29/2019,16:48,Ewallet,274.3,13.715,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,1/22/2019,20:46,Credit card,196.95,9.8475,8.7
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,1/27/2019,14:36,Credit card,490.26,24.513,8
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,1/17/2019,15:05,Credit card,359.6,17.98,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,3/26/2019,10:34,Credit card,137.13,6.8565,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,3/20/2019,11:23,Cash,499.02,24.951,7.3
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,2/11/2019,16:06,Ewallet,379.04,18.952,7.8
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,1/1/2019,11:43,Cash,125.74,6.287,5
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,1/11/2019,16:49,Credit card,224.46,11.223,5.6
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,1/7/2019,12:08,Credit card,548.55,27.4275,6
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,1/16/2019,20:03,Credit card,156.84,7.842,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,1/13/2019,14:55,Ewallet,119.72,5.986,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,2/7/2019,11:28,Credit card,543.6,27.18,6.1
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,2/20/2019,15:29,Ewallet,75.38,3.769,9.5
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,3/19/2019,13:37,Cash,166.68,8.334,7.6
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,3/2/2019,17:36,Ewallet,265.89,13.2945,6
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,2/6/2019,19:20,Ewallet,229.5,11.475,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,3/26/2019,10:31,Ewallet,146.79,7.3395,8.4
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,3/22/2019,14:33,Credit card,429.55,21.4775,8.6
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,2/7/2019,11:36,Ewallet,116.69,5.8345,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,1/5/2019,11:32,Credit card,73.96,3.698,5
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,3/4/2019,15:27,Ewallet,299.7,14.985,7.2
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,2/10/2019,12:56,Ewallet,375.55,18.7775,5.2
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,2/1/2019,18:43,Ewallet,524.88,26.244,5.1
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,2/7/2019,14:13,Cash,45.58,2.279,9.8
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,1/3/2019,10:30,Credit card,75.88,3.794,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,2/13/2019,12:14,Credit card,80.72,4.036,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,1/28/2019,16:43,Credit card,112.62,5.631,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,1/5/2019,20:40,Credit card,71.2,3.56,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,3/19/2019,13:40,Ewallet,155.24,7.762,4.9
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,1/18/2019,10:11,Ewallet,264.45,13.2225,7.9
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,2/13/2019,18:27,Ewallet,76.82,3.841,7.2
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,1/26/2019,17:45,Cash,257.7,12.885,4.2
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,3/8/2019,13:21,Cash,308.85,15.4425,6.7
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,2/9/2019,20:31,Ewallet,171.81,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,2/22/2019,10:49,Cash,488.79,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,2/5/2019,12:34,Cash,524.16,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,3/7/2019,10:23,Credit card,133.26,6.663,8.6
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,3/12/2019,14:21,Cash,190.68,9.534,9.1
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,1/20/2019,13:45,Credit card,112.44,5.622,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,2/4/2019,19:38,Cash,144.08,7.204,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1/30/2019,20:23,Ewallet,985.2,49.26,4.5
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,2/3/2019,15:59,Cash,385.1,19.255,5.5
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,3/3/2019,15:09,Ewallet,25,1.25,5.5
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,3/14/2019,12:32,Cash,194.22,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,2/11/2019,15:42,Credit card,892,44.6,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,1/30/2019,13:58,Ewallet,339.36,16.968,5.7
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,1/29/2019,18:15,Credit card,88.04,4.402,6.6
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,3/20/2019,13:02,Cash,198.5,9.925,9
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29,3/16/2019,19:25,Ewallet,580,29,9.2
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,2/3/2019,16:40,Credit card,493.3,24.665,9.4
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,1/29/2019,11:26,Ewallet,38.6,1.93,6.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,1/10/2019,10:33,Credit card,559.02,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,3/2/2019,16:42,Ewallet,517.86,25.893,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,2/25/2019,17:16,Credit card,410.2,20.51,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,1/29/2019,11:48,Cash,266.7,13.335,8.6
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,2/3/2019,10:31,Credit card,136.4,6.82,8.6
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,1/13/2019,19:55,Credit card,144.78,7.239,8.1
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,1/27/2019,18:08,Ewallet,73.26,3.663,9.7
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,3/1/2019,19:49,Ewallet,569.17,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,2/20/2019,18:43,Cash,241.2,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,1/14/2019,14:43,Ewallet,127.08,6.354,6.2
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,3/4/2019,11:19,Credit card,86.38,4.319,6.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,3/1/2019,12:15,Ewallet,139.02,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,1/7/2019,12:37,Cash,81.66,4.083,7.3
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,3/26/2019,11:07,Ewallet,53.45,2.6725,7.6
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,2/13/2019,15:06,Credit card,185.96,9.298,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,1/14/2019,18:03,Credit card,72.32,3.616,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,1/19/2019,15:58,Ewallet,189.18,9.459,7
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,1/14/2019,19:30,Ewallet,560.4,28.02,4.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,1/15/2019,10:54,Credit card,167.54,8.377,7
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,3/19/2019,15:23,Credit card,15.5,0.775,7.4
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,3/14/2019,11:07,Cash,596.1,29.805,5.3
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,3/8/2019,20:38,Ewallet,97.16,4.858,7.2
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,3/3/2019,10:54,Credit card,279.18,13.959,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,1/27/2019,17:38,Ewallet,169.68,8.484,9.4
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,3/15/2019,10:12,Credit card,193.16,9.658,5.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,1/27/2019,18:05,Ewallet,379.96,18.998,9.3
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,3/15/2019,13:05,Cash,290.4,14.52,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,3/1/2019,11:30,Credit card,44.46,2.223,8.7
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,3/26/2019,20:21,Credit card,138.65,6.9325,4.2
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,2/17/2019,19:11,Ewallet,419.94,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,1/26/2019,18:53,Cash,184.25,9.2125,9.2
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,1/23/2019,14:04,Ewallet,89.7,4.485,6.8
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,1/23/2019,17:16,Ewallet,83.08,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,1/26/2019,10:06,Credit card,64.99,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,3/14/2019,20:35,Ewallet,775.6,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,3/17/2019,13:54,Ewallet,327.06,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,1/8/2019,20:08,Cash,363.23,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,2/8/2019,15:26,Cash,127,6.35,8.6
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,3/25/2019,18:02,Cash,47.4,2.37,9.5
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,3/28/2019,19:16,Credit card,199.16,9.958,6.4
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,2/6/2019,13:55,Credit card,224.64,11.232,5.9
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,1/17/2019,10:37,Ewallet,115.78,5.789,8.9
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,3/3/2019,20:31,Credit card,202.65,10.1325,6
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,3/9/2019,11:23,Cash,890.73,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,1/24/2019,11:45,Cash,279.66,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,1/19/2019,16:08,Credit card,80.93,4.0465,9
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,2/17/2019,11:12,Credit card,647.68,32.384,7.4
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,1/16/2019,18:41,Credit card,186.36,9.318,8.5
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,1/13/2019,19:51,Cash,435.6,21.78,6.9
